datetime	symbol	open	high	low	close	volume
2025-04-23 10:00:00	HOSE:GIL	15350.0	15400.0	15250.0	15400.0	40100.0
2025-04-23 10:30:00	HOSE:GIL	15350.0	15400.0	15300.0	15300.0	13800.0
2025-04-23 11:00:00	HOSE:GIL	15350.0	15400.0	15300.0	15300.0	28400.0
2025-04-23 13:00:00	HOSE:GIL	15300.0	15400.0	15150.0	15200.0	96400.0
2025-04-23 13:30:00	HOSE:GIL	15200.0	15400.0	15200.0	15400.0	61100.0
2025-04-23 14:00:00	HOSE:GIL	15400.0	15400.0	15300.0	15350.0	42200.0
2025-04-23 14:30:00	HOSE:GIL	15350.0	15350.0	15350.0	15350.0	10400.0
2025-04-24 09:00:00	HOSE:GIL	15150.0	15500.0	15150.0	15500.0	44000.0
2025-04-24 09:30:00	HOSE:GIL	15500.0	15800.0	15500.0	15500.0	135300.0
2025-04-24 10:00:00	HOSE:GIL	15500.0	15550.0	15350.0	15350.0	29800.0
2025-04-24 10:30:00	HOSE:GIL	15350.0	15350.0	15250.0	15250.0	32900.0
2025-04-24 11:00:00	HOSE:GIL	15200.0	15400.0	15200.0	15350.0	17500.0
2025-04-24 13:00:00	HOSE:GIL	15400.0	15400.0	15300.0	15400.0	56800.0
2025-04-24 13:30:00	HOSE:GIL	15400.0	15400.0	15300.0	15350.0	28500.0
2025-04-24 14:00:00	HOSE:GIL	15350.0	15450.0	15300.0	15300.0	118000.0
2025-04-24 14:30:00	HOSE:GIL	15300.0	15300.0	15300.0	15300.0	7700.0
2025-04-25 09:00:00	HOSE:GIL	15300.0	15400.0	15300.0	15400.0	8000.0
2025-04-25 09:30:00	HOSE:GIL	15400.0	15400.0	15250.0	15300.0	32200.0
2025-04-25 10:00:00	HOSE:GIL	15250.0	15250.0	15100.0	15200.0	42100.0
2025-04-25 10:30:00	HOSE:GIL	15200.0	15200.0	15100.0	15150.0	35600.0
2025-04-25 11:00:00	HOSE:GIL	15250.0	15250.0	15100.0	15100.0	20200.0
2025-04-25 13:00:00	HOSE:GIL	15150.0	15250.0	15100.0	15150.0	25100.0
2025-04-25 13:30:00	HOSE:GIL	15200.0	15300.0	15200.0	15300.0	71300.0
2025-04-25 14:00:00	HOSE:GIL	15250.0	15300.0	15100.0	15300.0	110100.0
2025-04-25 14:30:00	HOSE:GIL	15200.0	15200.0	15200.0	15200.0	6100.0
2025-04-28 09:00:00	HOSE:GIL	15200.0	15350.0	15200.0	15200.0	7300.0
2025-04-28 09:30:00	HOSE:GIL	15200.0	15300.0	15150.0	15150.0	15100.0
2025-04-28 10:00:00	HOSE:GIL	15150.0	15200.0	15150.0	15200.0	8100.0
2025-04-28 10:30:00	HOSE:GIL	15200.0	15200.0	15150.0	15200.0	17200.0
2025-04-28 11:00:00	HOSE:GIL	15200.0	15200.0	15150.0	15200.0	10200.0
2025-04-28 13:00:00	HOSE:GIL	15200.0	15200.0	15050.0	15050.0	94600.0
2025-04-28 13:30:00	HOSE:GIL	15100.0	15200.0	15050.0	15200.0	102100.0
2025-04-28 14:00:00	HOSE:GIL	15200.0	15200.0	15100.0	15100.0	20100.0
2025-04-28 14:30:00	HOSE:GIL	15150.0	15150.0	15150.0	15150.0	1200.0
2025-04-29 09:00:00	HOSE:GIL	15200.0	15200.0	15000.0	15150.0	25100.0
2025-04-29 09:30:00	HOSE:GIL	15150.0	15150.0	15100.0	15100.0	2800.0
2025-04-29 10:00:00	HOSE:GIL	15150.0	15300.0	15150.0	15300.0	44200.0
2025-04-29 10:30:00	HOSE:GIL	15300.0	15400.0	15200.0	15200.0	27900.0
2025-04-29 11:00:00	HOSE:GIL	15200.0	15300.0	15200.0	15300.0	2300.0
2025-04-29 13:00:00	HOSE:GIL	15250.0	15350.0	15250.0	15350.0	93900.0
2025-04-29 13:30:00	HOSE:GIL	15350.0	15600.0	15350.0	15400.0	65600.0
2025-04-29 14:00:00	HOSE:GIL	15400.0	15550.0	15400.0	15500.0	59200.0
2025-04-29 14:30:00	HOSE:GIL	15500.0	15500.0	15500.0	15500.0	19900.0
2025-05-05 09:00:00	HOSE:GIL	15500.0	15500.0	15400.0	15450.0	13600.0
2025-05-05 09:30:00	HOSE:GIL	15450.0	15450.0	15300.0	15300.0	31800.0
2025-05-05 10:00:00	HOSE:GIL	15300.0	15350.0	15150.0	15150.0	22500.0
2025-05-05 10:30:00	HOSE:GIL	15150.0	15200.0	15050.0	15150.0	47500.0
2025-05-05 11:00:00	HOSE:GIL	15150.0	15150.0	15100.0	15150.0	30200.0
2025-05-05 13:00:00	HOSE:GIL	15150.0	15350.0	15150.0	15350.0	45900.0
