datetime	symbol	open	high	low	close	volume
2020-09-01 09:00:00	HNX:VNR	13654.32917725	14372.97808093	13151.27494422	13941.78873872	43323.49566765
2020-10-01 09:00:00	HNX:VNR	14013.65362955	15450.95143691	13151.27494422	14229.2483002	17385.49826145
2020-11-02 09:00:00	HNX:VNR	14229.2483002	14516.70786167	13510.59939651	14301.11319102	39705.59602944
2020-12-01 09:00:00	HNX:VNR	13582.46428674	14947.89720446	13582.46428674	14372.97808121	1582182.89010921
2021-01-04 09:00:00	HNX:VNR	14444.84297161	20050.30442328	13654.32917715	14804.16742364	4950859.84254319
2021-02-01 09:00:00	HNX:VNR	15522.8163277	16744.51946461	13366.86961552	15522.8163277	791346.08956734
2021-03-01 09:00:00	HNX:VNR	15522.8163277	17966.22260151	15091.62698527	17031.97902623	1809107.32995544
2021-04-01 09:00:00	HNX:VNR	17031.97902623	18109.95238232	15307.22165649	17175.70880704	954830.64974157
2021-05-04 09:00:00	HNX:VNR	17175.70880704	19978.43953288	16744.51946461	18684.87150557	1110407.31502041
2021-06-01 09:00:00	HNX:VNR	18684.87150557	22493.71069709	18109.95238232	19403.52040963	3544512.46722577
2021-07-01 09:00:00	HNX:VNR	19547.25019044	19762.84486166	17190.08608264	18099.17717355	1450141.31670825
2021-08-02 09:00:00	HNX:VNR	18016.53252893	23223.1451405	17933.8878843	22892.56656198	2085024.3929951
2021-09-01 09:00:00	HNX:VNR	22892.56656198	36776.8668595	22148.76476033	31652.89889256	6313923.93721515
2021-10-01 09:00:00	HNX:VNR	32066.1221157	38016.53652893	31487.60960331	32396.70069422	4688180.36236388
2021-11-01 09:00:00	HNX:VNR	31818.18818182	32727.27927273	27272.73272727	28347.11310744	3936402.67271943
2021-12-01 09:00:00	HNX:VNR	28016.53452893	28595.04704132	24380.17016529	26033.06305785	2348501.84029961
2022-01-04 09:00:00	HNX:VNR	26446.28628099	26859.50950413	20826.45044628	23057.85585124	1364286.82714262
2022-02-07 09:00:00	HNX:VNR	23057.85585124	25867.7737686	23057.85585124	25206.61661157	953928.71921425
2022-03-01 09:00:00	HNX:VNR	24958.68267769	28677.69168595	24380.17016529	27603.31130579	2292745.05145097
2022-04-01 09:00:00	HNX:VNR	27603.31130579	28925.62561984	19421.4914876	22479.34333884	2065076.33698471
2022-05-04 09:00:00	HNX:VNR	22479.34333884	22975.21120661	16033.06105785	20495.87186777	1623088.83538222
2022-06-01 09:00:00	HNX:VNR	20495.87186777	22314.05404959	17851.24323967	19421.4914876	821410.75571784
2022-07-01 09:00:00	HNX:VNR	19504.13613223	20000.004	18512.40039669	19421.4914876	295876.40082472
2022-08-01 09:00:00	HNX:VNR	19421.4914876	21735.54153719	19090.91290909	21487.60760331	1619271.28614573
2022-09-05 09:00:00	HNX:VNR	21487.60760331	24214.88087603	18595.04504132	20495.87186777	2224328.03513437
2022-10-03 09:00:00	HNX:VNR	20000.004	20247.93793388	16611.57357025	19173.55755372	762399.06752018
2022-11-01 09:00:00	HNX:VNR	19008.26826446	19008.26826446	14876.03603306	16942.15214876	629581.02408379
2022-12-01 09:00:00	HNX:VNR	16942.15214876	17933.8878843	14710.7467438	16198.35034711	939368.79212623
2023-01-03 09:00:00	HNX:VNR	16198.35034711	18429.75575207	15950.41641322	18347.11110744	672212.9455574
2023-02-01 09:00:00	HNX:VNR	19173.55755372	20247.93793388	18181.82181818	19008.26826446	1064667.89706641
2023-03-01 09:00:00	HNX:VNR	18842.97897521	19421.4914876	18181.82181818	19090.91290909	368539.30629214
2023-04-03 09:00:00	HNX:VNR	19338.84684298	20661.16115703	18842.97897521	19504.13613223	444540.60109188
2023-05-04 09:00:00	HNX:VNR	19586.78077686	21652.89689256	19338.84684298	20413.22722314	1169096.9261806
2023-06-01 09:00:00	HNX:VNR	20247.93793388	21900.83082645	18429.75575207	21239.67366942	787690.4824619
2023-07-03 09:00:00	HNX:VNR	21239.67366942	23801.65765289	20826.45044628	23801.65765289	1220397.28592053
2023-08-01 09:00:00	HNX:VNR	23801.65765289	23801.65765289	21239.67366942	23471.07907438	1035678.72286425
2023-09-05 09:00:00	HNX:VNR	23057.85585124	24793.39338843	22727.27727273	23305.78978512	1187389.70252205
2023-10-02 09:00:00	HNX:VNR	23140.50049587	23553.72371901	20909.093	21000.0021	427960.10154873
2023-11-01 09:00:00	HNX:VNR	21000.0021	22090.9113	20000.002	21000.0021	230067.17699328
2023-12-01 09:00:00	HNX:VNR	21000.0021	21454.5476	20181.8202	20454.5475	277907.27220927
2024-01-02 09:00:00	HNX:VNR	20636.3657	21545.4567	20363.6384	21000.0021	340507.16594928
2024-02-01 09:00:00	HNX:VNR	21000.0021	22545.4568	20727.2748	22363.6386	279138.17208618
2024-03-01 09:00:00	HNX:VNR	22000.0022	22454.5477	21363.6385	22363.6386	279001.77209982
