datetime	symbol	open	high	low	close	volume
2023-09-25 09:00:00	UPCOM:HLB	256400.0	277600.0	236000.0	270000.0	800.0
2023-10-02 09:00:00	UPCOM:HLB	229500.0	229500.0	229500.0	229500.0	100.0
2023-10-16 09:00:00	UPCOM:HLB	230000.0	270000.0	230000.0	270000.0	35756.0
2023-10-23 09:00:00	UPCOM:HLB	270000.0	300000.0	260000.0	300000.0	717.0
2023-10-30 09:00:00	UPCOM:HLB	300000.0	300000.0	300000.0	300000.0	400.0
2023-11-13 09:00:00	UPCOM:HLB	300000.0	300000.0	300000.0	300000.0	100.0
2023-11-27 09:00:00	UPCOM:HLB	300000.0	300000.0	280000.0	300000.0	1890.0
2023-12-04 09:00:00	UPCOM:HLB	299900.0	300000.0	299900.0	300000.0	200.0
2023-12-18 09:00:00	UPCOM:HLB	300000.0	300000.0	300000.0	300000.0	100.0
2023-12-25 09:00:00	UPCOM:HLB	300000.0	300000.0	265100.0	300000.0	302.0
2024-01-02 09:00:00	UPCOM:HLB	345000.0	345000.0	345000.0	345000.0	102.0
2024-01-29 09:00:00	UPCOM:HLB	294000.0	294000.0	294000.0	294000.0	1400.0
2024-02-05 09:00:00	UPCOM:HLB	309900.0	309900.0	309900.0	309900.0	100.0
2024-02-15 09:00:00	UPCOM:HLB	294900.0	294900.0	294900.0	294900.0	100.0
2024-02-19 09:00:00	UPCOM:HLB	339100.0	339100.0	294500.0	300000.0	1722.0
2024-02-26 09:00:00	UPCOM:HLB	300000.0	300100.0	300000.0	300000.0	1218.0
2024-03-04 09:00:00	UPCOM:HLB	255000.0	295200.0	218200.0	295200.0	500.0
2024-03-11 09:00:00	UPCOM:HLB	256800.0	295300.0	256800.0	295300.0	200.0
2024-03-18 09:00:00	UPCOM:HLB	275100.0	315900.0	275100.0	310000.0	407.0
2024-04-01 09:00:00	UPCOM:HLB	289900.0	300000.0	264100.0	264100.0	4800.0
2024-04-08 09:00:00	UPCOM:HLB	300000.0	300000.0	275100.0	275100.0	300.0
2024-04-15 09:00:00	UPCOM:HLB	300000.0	300000.0	300000.0	300000.0	100.0
2024-04-22 09:00:00	UPCOM:HLB	255000.0	255000.0	255000.0	255000.0	100.0
2024-05-06 09:00:00	UPCOM:HLB	216800.0	293200.0	216800.0	271100.0	3191.0
2024-05-13 09:00:00	UPCOM:HLB	310000.0	310000.0	271200.0	275100.0	300.0
2024-05-20 09:00:00	UPCOM:HLB	279100.0	279100.0	237300.0	260000.0	300.0
2024-06-03 09:00:00	UPCOM:HLB	204100.0	275600.0	204100.0	275600.0	300.0
2024-06-24 09:00:00	UPCOM:HLB	250000.0	287500.0	250000.0	255200.0	2300.0
2024-07-01 09:00:00	UPCOM:HLB	255600.0	255600.0	255600.0	255600.0	100.0
2024-07-08 09:00:00	UPCOM:HLB	217300.0	293900.0	217300.0	266000.0	25400.0
2024-07-15 09:00:00	UPCOM:HLB	300000.0	300000.0	266100.0	300000.0	300.0
2024-07-22 09:00:00	UPCOM:HLB	255000.0	255000.0	255000.0	255000.0	100.0
2024-07-29 09:00:00	UPCOM:HLB	280000.0	280000.0	275100.0	275100.0	200.0
2024-08-12 09:00:00	UPCOM:HLB	295000.0	300000.0	270100.0	270100.0	700.0
2024-08-19 09:00:00	UPCOM:HLB	290000.0	300000.0	216800.0	255500.0	5100.0
2024-08-26 09:00:00	UPCOM:HLB	293800.0	300000.0	250500.0	260000.0	900.0
2024-09-04 09:00:00	UPCOM:HLB	265000.0	304000.0	265000.0	304000.0	25300.0
2024-09-09 09:00:00	UPCOM:HLB	257300.0	260000.0	257300.0	260000.0	12500.0
2024-09-16 09:00:00	UPCOM:HLB	299000.0	300100.0	260000.0	300100.0	2726.0
2024-09-23 09:00:00	UPCOM:HLB	261000.0	300000.0	261000.0	265000.0	620.0
2024-09-30 09:00:00	UPCOM:HLB	304000.0	320000.0	304000.0	320000.0	505.0
2024-10-07 09:00:00	UPCOM:HLB	305000.0	310000.0	305000.0	310000.0	303.0
2024-10-14 09:00:00	UPCOM:HLB	305000.0	305000.0	305000.0	305000.0	100.0
2024-10-28 09:00:00	UPCOM:HLB	305000.0	305000.0	305000.0	305000.0	500.0
2024-11-18 09:00:00	UPCOM:HLB	300000.0	300000.0	300000.0	300000.0	100.0
2024-12-09 09:00:00	UPCOM:HLB	300000.0	300000.0	300000.0	300000.0	10800.0
2024-12-30 09:00:00	UPCOM:HLB	305000.0	305000.0	300000.0	300000.0	8000.0
2025-01-06 09:00:00	UPCOM:HLB	345000.0	345000.0	270000.0	270000.0	7834.0
2025-01-13 09:00:00	UPCOM:HLB	301000.0	301000.0	300000.0	301000.0	2202.0
2025-01-20 09:00:00	UPCOM:HLB	300000.0	301000.0	300000.0	300000.0	602.0
2025-02-03 09:00:00	UPCOM:HLB	300000.0	302000.0	300000.0	302000.0	500.0
2025-02-10 09:00:00	UPCOM:HLB	300000.0	301000.0	300000.0	300000.0	600.0
2025-02-17 09:00:00	UPCOM:HLB	300000.0	315000.0	300000.0	300000.0	805.0
2025-02-24 09:00:00	UPCOM:HLB	300000.0	302000.0	300000.0	302000.0	511.0
2025-03-03 09:00:00	UPCOM:HLB	300100.0	347300.0	300000.0	304000.0	13208.0
2025-03-10 09:00:00	UPCOM:HLB	300000.0	345000.0	300000.0	345000.0	500.0
2025-03-17 09:00:00	UPCOM:HLB	300000.0	305000.0	300000.0	301000.0	600.0
2025-03-24 09:00:00	UPCOM:HLB	302000.0	347300.0	255000.0	347300.0	16622.0
2025-03-31 09:00:00	UPCOM:HLB	309100.0	430000.0	309100.0	430000.0	16308.0
2025-04-08 09:00:00	UPCOM:HLB	365000.0	379000.0	365000.0	379000.0	4501.0
2025-04-14 09:00:00	UPCOM:HLB	360000.0	360000.0	360000.0	360000.0	108.0
2025-04-21 09:00:00	UPCOM:HLB	360000.0	360000.0	360000.0	360000.0	16100.0
2025-05-05 09:00:00	UPCOM:HLB	350000.0	350000.0	350000.0	350000.0	46870.0
2025-05-12 09:00:00	UPCOM:HLB	360000.0	361600.0	360000.0	361600.0	202.0
2025-06-02 09:00:00	UPCOM:HLB	350000.0	376000.0	285000.0	300000.0	18460.0
